row,mfg_part_num,confidence,band,needs_human_review,reasons,attribute_slots,mobile_desc_len,duplicate_group_size
880,DCF513EB,50,LOW,True,no_attributes|mobile_desc_short|suspected_typo,0,53,1
881,XVP01Z,60,MEDIUM,False,no_attributes|mobile_desc_short,0,44,1
882,DCM200B,85,HIGH,False,mobile_desc_short,1,49,1
883,DCG410B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,52,1
884,DCG460B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,52,1
885,DCG402B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,52,1
886,3485-20,75,MEDIUM,False,no_attributes,0,65,1
887,DCG420B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,52,1
888,DCG422B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,52,1
889,924422,85,HIGH,False,mobile_desc_short,1,30,1
890,DCW620B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,51,1
891,2535-20,75,MEDIUM,False,no_attributes,0,64,1
892,2837-20,75,MEDIUM,False,no_attributes,0,64,1
893,577728,60,MEDIUM,False,no_attributes|mobile_desc_short,0,36,1
894,577738,60,MEDIUM,False,no_attributes|mobile_desc_short,0,36,1
895,KPTRS500A,60,MEDIUM,False,no_attributes|mobile_desc_short,0,42,1
896,24-35M-320,85,HIGH,False,mobile_desc_short,1,49,1
897,9A-129-120,85,HIGH,False,mobile_desc_short,2,58,1
898,578800,85,HIGH,False,mobile_desc_short,1,44,1
899,578801,85,HIGH,False,mobile_desc_short,1,44,1
900,578802,85,HIGH,False,mobile_desc_short,1,44,1
901,578808,85,HIGH,False,mobile_desc_short,1,44,1
902,578809,85,HIGH,False,mobile_desc_short,1,44,1
903,578810,85,HIGH,False,mobile_desc_short,1,44,1
904,578811,85,HIGH,False,mobile_desc_short,1,44,1
905,578192,60,MEDIUM,False,no_attributes|mobile_desc_short,0,44,1
906,578806,60,MEDIUM,False,no_attributes|mobile_desc_short,0,44,1
907,D0860X,60,MEDIUM,False,no_attributes|mobile_desc_short,0,44,1
908,48-40-0740,100,HIGH,False,,1,70,1
909,48-41-0740,75,MEDIUM,False,no_attributes,0,70,1
910,A-96095,60,MEDIUM,False,no_attributes|mobile_desc_short,0,46,1
911,D0760UX,60,MEDIUM,False,no_attributes|mobile_desc_short,0,45,1
912,230.312.08,60,MEDIUM,False,no_attributes|mobile_desc_short,0,38,1
913,D0708LF,85,HIGH,False,mobile_desc_short,2,44,1
914,D1012LF,85,HIGH,False,mobile_desc_short,2,44,1
915,D1216LF,85,HIGH,False,mobile_desc_short,2,44,1
916,DWA47421,60,MEDIUM,False,no_attributes|mobile_desc_short,0,59,1
917,DWA4769,85,HIGH,False,mobile_desc_short,1,58,1
918,49-93-9204,75,MEDIUM,False,no_attributes,0,74,1
919,49-93-9207,75,MEDIUM,False,no_attributes,0,74,1
920,49-93-9210,75,MEDIUM,False,no_attributes,0,74,1
921,49-93-9202,75,MEDIUM,False,no_attributes,0,74,1
922,49-93-9205,75,MEDIUM,False,no_attributes,0,74,1
923,49-22-4702,100,HIGH,False,,1,69,1
924,DJT155HHM,60,MEDIUM,False,no_attributes|mobile_desc_short,0,47,1
925,790.82,80,HIGH,False,mobile_desc_short|mpn_desc_mismatch,1,32,1
926,794.321,85,HIGH,False,mobile_desc_short,1,33,1
927,49-22-5641,100,HIGH,False,,1,78,1
928,D0604TSH,60,MEDIUM,False,no_attributes|mobile_desc_short,0,46,1
929,D0620TSR,60,MEDIUM,False,no_attributes|mobile_desc_short,0,46,1
930,D0648TSF,60,MEDIUM,False,no_attributes|mobile_desc_short,0,46,1
931,D0652TSL,60,MEDIUM,False,no_attributes|mobile_desc_short,0,46,1
932,JT1-549,85,HIGH,False,mobile_desc_short,2,42,1
933,JT1-1371,80,HIGH,False,mobile_desc_short|mpn_desc_mismatch,1,43,1
934,JT9-714400K,55,LOW,True,no_attributes|mobile_desc_short|mpn_desc_mismatch,0,46,1
935,2834-21HD,75,MEDIUM,False,no_attributes,0,72,1
936,DCS383B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,57,1
937,DCS590B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,57,1
938,KPTCS725A,60,MEDIUM,False,no_attributes|mobile_desc_short,0,48,1
939,KPTCS450A,60,MEDIUM,False,no_attributes|mobile_desc_short,0,48,1
940,2545-20,75,MEDIUM,False,no_attributes,0,65,1
941,KPTJS100A,60,MEDIUM,False,no_attributes|mobile_desc_short,0,43,1
942,DCS714B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,54,1
943,DCS785B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,54,1
944,GSL02M1,60,MEDIUM,False,no_attributes|mobile_desc_short,0,46,1
945,DW7029,60,MEDIUM,False,no_attributes|mobile_desc_short,0,53,1
946,DCS384B,75,MEDIUM,False,no_attributes,0,62,1
947,XRJ08Z,60,MEDIUM,False,no_attributes|mobile_desc_short,0,53,1
948,G0771Z,60,MEDIUM,False,no_attributes|mobile_desc_short,0,55,1
949,TS1017,60,MEDIUM,False,no_attributes|mobile_desc_short,0,55,1
950,XT524,55,LOW,True,no_attributes|mobile_desc_short|brand_unresolved,0,36,1
951,XT536,55,LOW,True,no_attributes|mobile_desc_short|brand_unresolved,0,36,1
952,XT546,55,LOW,True,no_attributes|mobile_desc_short|brand_unresolved,0,36,1
953,XTP235,55,LOW,True,no_attributes|mobile_desc_short|brand_unresolved,0,37,1
954,TGP2-FA,100,HIGH,False,,1,60,1
955,ATGI-FA,60,MEDIUM,False,no_attributes|mobile_desc_short,0,46,1
956,ATGP-FA,100,HIGH,False,,1,60,1
957,TGI2-FA,50,LOW,True,no_attributes|mobile_desc_short|suspected_typo,0,46,1
958,TGI2-T36A,60,MEDIUM,False,no_attributes|mobile_desc_short,0,48,1
959,KPTBPS100A,60,MEDIUM,False,no_attributes|mobile_desc_short,0,46,1
960,DCB606C,75,MEDIUM,False,no_attributes,0,62,1
961,BL1850BDC1,60,MEDIUM,False,no_attributes|mobile_desc_short,0,57,1
962,DCB205C,75,MEDIUM,False,no_attributes,0,62,1
963,DCB2108,60,MEDIUM,False,no_attributes|mobile_desc_short,0,52,1
964,DCB2108-2,85,HIGH,False,mobile_desc_short,1,54,1
965,VB0212,60,MEDIUM,False,no_attributes|mobile_desc_short,0,42,1
966,BCB2A20A,60,MEDIUM,False,no_attributes|mobile_desc_short,0,52,1
967,BATT4A,60,MEDIUM,False,no_attributes|mobile_desc_short,0,40,1
968,BATT2A,60,MEDIUM,False,no_attributes|mobile_desc_short,0,40,1
969,BL1850BDC2X1,60,MEDIUM,False,no_attributes|mobile_desc_short,0,59,1
970,48-11-2422,100,HIGH,False,,1,68,1
971,DCB1104,85,HIGH,False,mobile_desc_short,1,52,1
972,48-59-1804,75,MEDIUM,False,no_attributes,0,68,1
973,CRGR401A,60,MEDIUM,False,no_attributes|mobile_desc_short,0,42,1
974,48-59-1211,75,MEDIUM,False,no_attributes,0,68,1
975,2847-20,75,MEDIUM,False,no_attributes,0,65,1
976,DWV9401,85,HIGH,False,mobile_desc_short,1,55,1
977,578512,60,MEDIUM,False,no_attributes|mobile_desc_short,0,36,1
978,577871,60,MEDIUM,False,no_attributes|mobile_desc_short,0,36,1
979,577874,60,MEDIUM,False,no_attributes|mobile_desc_short,0,36,1
980,577876,60,MEDIUM,False,no_attributes|mobile_desc_short,0,36,1
981,578441,60,MEDIUM,False,no_attributes|mobile_desc_short,0,36,1
982,DCK225D2,60,MEDIUM,False,no_attributes|mobile_desc_short,0,59,1
983,DCK2101QQ2,100,HIGH,False,,1,65,1
984,4000-2/32,75,MEDIUM,False,no_attributes,0,61,1
985,3100-1/15,100,HIGH,False,,1,61,1
986,T-90043,60,MEDIUM,False,no_attributes|mobile_desc_short,0,51,1
987,T-90059,60,MEDIUM,False,no_attributes|mobile_desc_short,0,51,1
988,T-90065,60,MEDIUM,False,no_attributes|mobile_desc_short,0,51,1
989,10047VS,85,HIGH,False,mobile_desc_short,2,49,1
990,MAG:2044-230-1,50,LOW,True,no_attributes|mobile_desc_short|brand_unresolved|mpn_desc_mismatch,0,50,1
991,XTP242,55,LOW,True,no_attributes|mobile_desc_short|brand_unresolved,0,37,1
992,AAS-P,60,MEDIUM,False,no_attributes|mobile_desc_short,0,52,1
993,SSCMS,60,MEDIUM,False,no_attributes|mobile_desc_short,0,52,1
994,4225.201,60,MEDIUM,False,no_attributes|mobile_desc_short,0,51,1
995,KC-426C,60,MEDIUM,False,no_attributes|mobile_desc_short,0,45,1
996,10045.201,85,HIGH,False,mobile_desc_short,2,51,1
997,10014.201,85,HIGH,False,mobile_desc_short,2,51,1
998,4430.201,85,HIGH,False,mobile_desc_short,2,50,1
999,10055.201,85,HIGH,False,mobile_desc_short,2,51,1
1000,T27417,60,MEDIUM,False,no_attributes|mobile_desc_short,0,52,1
